SortNo,ShipId,ShipName,FileName,FileVersion,TypeName,TypeId,boko_n_left,boko_n_top,boko_d_left,boko_d_top,map_n_left,map_n_top,map_d_left,map_d_top,battle_n_left,battle_n_top,battle_d_left,battle_d_top,ensyuf_n_left,ensyuf_n_top,ensyuf_d_left,ensyuf_d_top,ensyue_n_left,ensyue_n_top,kaizo_n_left,kaizo_n_top,kaizo_d_left,kaizo_d_top,kaisyu_n_left,kaisyu_n_top,kaisyu_d_left,kaisyu_d_top,weda_left,weda_top,wedb_left,wedb_top,
0,544,##,jndnkhfjvnjo,1,##,10,0,0,0,0,0,0,0,0,7,44,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,装甲空母鬼
0,545,##,pnvdeewbfyfh,1,##,10,0,0,0,0,0,0,0,0,-192,0,-192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,装甲空母姫
0,546,##,jcgarujexcrf,1,##,10,0,0,0,0,0,0,0,0,7,64,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,南方棲鬼
0,547,##,jmlbqlrnajyq,1,##,10,0,0,0,0,0,0,0,0,7,68,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,南方棲戦鬼
0,548,##,vooogzpoblwf,1,##,10,0,0,0,0,0,0,0,0,7,44,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,南方棲戦姫
0,549,##,bwlykdyyjurx,2,##,10,0,0,0,0,0,0,0,0,7,44,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,護衛要塞
0,550,##,fhjnljxxjpmk,2,##,10,0,0,0,0,0,0,0,0,7,44,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,護衛要塞
0,551,##,nmwnyjyfezro,2,##,10,0,0,0,0,0,0,0,0,7,44,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,護衛要塞
0,552,##,szdhvxpyljqe,1,##,2,0,0,0,0,0,0,0,0,75,-11,75,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐ロ級
0,553,##,jhjcroxdngqe,1,##,2,0,0,0,0,0,0,0,0,179,-49,179,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐ハ級
0,554,##,afrplxszsxit,1,##,3,0,0,0,0,0,0,0,0,50,-149,50,-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽巡ホ級
0,555,##,eswghzpycwxb,1,##,3,0,0,0,0,0,0,0,0,-32,11,-32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽巡ヘ級
0,556,##,qtygozpoceew,1,##,10,0,0,0,0,0,0,0,0,96,64,96,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,飛行場姫
0,557,##,glghkfswtxet,1,##,9,0,0,0,0,0,0,0,0,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,戦艦棲姫
0,558,##,okkjcahxfltg,1,##,15,0,0,0,0,0,0,0,0,17,22,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,輸送ワ級
0,559,##,cojscoppbivn,1,##,4,0,0,0,0,0,0,0,0,-16,-48,-16,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,雷巡チ級
0,560,##,pcmfcidohwga,1,##,7,0,0,0,0,0,0,0,0,-16,-112,-16,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽母ヌ級
0,561,##,tkcshwnsnsqr,1,##,10,0,0,0,0,0,0,0,0,0,136,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,戦艦レ級
0,562,##,yrdhekgqgxtg,1,##,10,0,0,0,0,0,0,0,0,-80,96,-80,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,戦艦レ級
0,564,##,skifghbnovxl,1,##,2,0,0,0,0,0,0,0,0,-33,-16,-33,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐イ級
0,565,##,ckbtgxrnjvof,1,##,11,0,0,0,0,0,0,0,0,72,-85,72,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母ヲ級改
0,566,##,lfpzrcpfngkf,1,##,5,0,0,0,0,0,0,0,0,9,-37,9,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,重巡リ級改
0,567,##,qyfevgdqedyw,1,##,9,0,0,0,0,0,0,0,0,-45,-10,-45,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,戦艦ル級改
0,570,##,qfwkvipzxqey,1,##,13,0,0,0,0,0,0,0,0,11,140,11,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,潜水ソ級
0,571,##,gnnicfxddgut,1,##,13,0,0,0,0,0,0,0,0,11,140,11,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,潜水ソ級
0,572,##,obxvexpgyajg,1,##,13,0,0,0,0,0,0,0,0,11,140,11,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,潜水ソ級
0,573,##,mvqfkxbebqob,1,##,10,0,0,0,0,0,0,0,0,-80,48,-80,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,港湾棲姫
0,574,##,ihfrerqprpro,1,##,10,0,0,0,0,0,0,0,0,-64,48,-64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,離島棲鬼
0,575,##,dsdrpxrroksm,1,##,2,0,0,0,0,0,0,0,0,64,160,64,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐イ級後期型
0,576,##,wnftypfgkdkr,1,##,2,0,0,0,0,0,0,0,0,64,160,64,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐ロ級後期型
0,577,##,icwosohxkvbd,1,##,2,0,0,0,0,0,0,0,0,128,96,128,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐ハ級後期型
0,578,##,ohcikvnwgsuh,1,##,2,0,0,0,0,0,0,0,0,96,32,96,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐ニ級後期型
0,579,##,lhdxfbtoyfer,1,##,11,0,0,0,0,0,0,0,0,72,-85,72,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母ヲ級
0,581,##,lwrljvbgvkxe,1,##,10,0,0,0,0,0,0,0,0,32,160,32,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,北方棲姫
0,582,##,rgjwnwdygctr,1,##,10,0,0,0,0,0,0,0,0,-32,72,-32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,北方棲姫
0,583,##,naucyhpcdjwf,1,##,10,0,0,0,0,0,0,0,0,-32,32,-32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,中間棲姫
0,584,##,fcaeosgyrckf,1,##,10,0,0,0,0,0,0,0,0,-32,64,-32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,中間棲姫
0,585,##,kvllndxefqyr,1,##,11,0,0,0,0,0,0,0,0,-24,80,-24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母棲鬼
0,586,##,eoaivzseqtwo,1,##,11,0,0,0,0,0,0,0,0,-48,80,-48,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母棲姫
0,587,##,bcvjduazbvue,13,##,10,0,0,0,0,0,0,0,0,8,80,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,北方棲姫
0,588,##,jtokvqdkiidv,13,##,10,0,0,0,0,0,0,0,0,-32,72,-32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,北方棲姫
0,589,##,yqxjpfvbrghk,13,##,10,0,0,0,0,0,0,0,0,8,80,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,北方棲姫
0,590,##,xsjvtttdqhwy,13,##,10,0,0,0,0,0,0,0,0,-32,72,-32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,北方棲姫
0,591,##,vwaghxaewzdw,1,##,3,0,0,0,0,0,0,0,0,-8,96,-8,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽巡ツ級
0,592,##,ypbbvxgczbph,1,##,3,0,0,0,0,0,0,0,0,-8,64,-8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽巡ツ級
0,594,##,yowvcxyrqiqe,1,##,5,0,0,0,0,0,0,0,0,96,64,96,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,重巡ネ級
0,595,##,aaklgdwughjy,1,##,5,0,0,0,0,0,0,0,0,64,32,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,重巡ネ級
0,597,##,xdcuopswoflo,1,##,2,0,0,0,0,0,0,0,0,64,32,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐棲姫
0,598,##,ogjyulhxjvhr,1,##,2,0,0,0,0,0,0,0,0,64,32,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐棲姫
0,599,##,zkkzcjehulfi,1,##,11,0,0,0,0,0,0,0,0,-48,96,-48,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母水鬼
0,600,##,ptotvjxlwqgh,1,##,11,0,0,0,0,0,0,0,0,-48,96,-48,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母水鬼
0,601,##,dpmgoqtslers,1,##,3,0,0,0,0,0,0,0,0,64,120,64,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽巡棲鬼
0,602,##,jzweeqxgragj,1,##,3,0,0,0,0,0,0,0,0,24,120,24,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽巡棲鬼
0,603,##,iepccppipopa,1,##,9,0,0,0,0,0,0,0,0,-48,96,-48,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,戦艦水鬼
0,604,##,srqsizwuyvfm,1,##,9,0,0,0,0,0,0,0,0,-48,96,-48,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,戦艦水鬼
0,605,##,jnwpsrxekmbn,1,##,10,0,0,0,0,0,0,0,0,-64,24,-64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,港湾水鬼
0,606,##,clqoqbjfvidf,1,##,10,0,0,0,0,0,0,0,0,-64,24,-64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,港湾水鬼
0,607,##,ysteufhuvuuk,1,##,10,0,0,0,0,0,0,0,0,-64,24,-64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,港湾水鬼
0,608,##,octsmbzvtknp,1,##,10,0,0,0,0,0,0,0,0,-64,24,-64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,港湾水鬼
0,609,##,qvjxstjsucxx,1,##,10,0,0,0,0,0,0,0,0,32,96,32,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,泊地水鬼
0,610,##,vjgqyiisflxo,1,##,10,0,0,0,0,0,0,0,0,32,96,32,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,泊地水鬼
0,611,##,yqbbctkwbtgd,1,##,10,0,0,0,0,0,0,0,0,32,64,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,泊地水鬼
0,612,##,iinthvbcxohn,1,##,10,0,0,0,0,0,0,0,0,32,64,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,泊地水鬼
0,613,##,fwbonbofgcwe,1,##,10,0,0,0,0,0,0,0,0,-16,112,-16,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,港湾棲姫
0,614,##,xwkafpsvohsx,1,##,11,0,0,0,0,0,0,0,0,72,-85,72,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母ヲ級
0,615,##,swtqydoaxery,1,##,11,0,0,0,0,0,0,0,0,72,-85,72,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母ヲ級
0,616,##,kevftdefeysm,1,##,11,0,0,0,0,0,0,0,0,72,-85,72,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母ヲ級改
0,617,##,oclehydqqwtr,1,##,11,0,0,0,0,0,0,0,0,72,-85,72,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母ヲ級改
0,618,##,whfpobwysexc,1,##,11,0,0,0,0,0,0,0,0,72,-85,72,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母ヲ級改
0,619,##,wnnfthmvobbc,1,##,11,0,0,0,0,0,0,0,0,-24,80,-24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母棲鬼
0,620,##,mowniqrfpjjw,1,##,11,0,0,0,0,0,0,0,0,-48,80,-48,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,空母棲姫
0,621,##,mhgomfxjbdqg,1,##,2,0,0,0,0,0,0,0,0,16,128,16,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐イ級後期型
0,622,##,oevqngeqykfc,1,##,2,0,0,0,0,0,0,0,0,0,96,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐ロ級後期型
0,623,##,hzegzqgicqnv,1,##,2,0,0,0,0,0,0,0,0,96,48,96,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐ハ級後期型
0,624,##,mqboqqeinwaj,1,##,2,0,0,0,0,0,0,0,0,48,-16,48,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐ニ級後期型
0,625,##,wlmwstevvrwv,1,##,16,0,0,0,0,0,0,0,0,16,96,16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,水母棲姫
0,626,##,yjylvwiustlg,1,##,16,0,0,0,0,0,0,0,0,16,96,16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,水母棲姫
0,627,##,bxslnscoclqv,1,##,16,0,0,0,0,0,0,0,0,16,96,16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,水母棲姫
0,628,##,qyzjmmmamvqv,1,##,2,0,0,0,0,0,0,0,0,32,56,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,防空棲姫
0,629,##,cvhmavgxsrbr,1,##,2,0,0,0,0,0,0,0,0,32,56,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,防空棲姫
0,630,##,mxftnbimpfud,1,##,2,0,0,0,0,0,0,0,0,32,56,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,防空棲姫
0,631,##,oequjjnzhgcw,1,##,10,0,0,0,0,0,0,0,0,64,72,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,飛行場姫
0,632,##,jdpebtsbhupn,1,##,10,0,0,0,0,0,0,0,0,64,72,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,飛行場姫
0,633,##,ozdxnvurmoyg,1,##,10,0,0,0,0,0,0,0,0,64,72,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,飛行場姫
0,634,##,oesmuxjcpwsl,1,##,10,0,0,0,0,0,0,0,0,-64,48,-64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,離島棲鬼
0,635,##,lxkovqjiqcue,1,##,10,0,0,0,0,0,0,0,0,-64,48,-64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,離島棲鬼
0,636,##,idborkfjzpjt,1,##,10,0,0,0,0,0,0,0,0,-64,48,-64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,離島棲鬼
0,637,##,bqucqmrihwuh,1,##,2,0,0,0,0,0,0,0,0,40,80,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT小鬼群
0,638,##,dsstfcxfwiui,1,##,2,0,0,0,0,0,0,0,0,40,80,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT小鬼群
0,639,##,nmxeowqlleay,1,##,2,0,0,0,0,0,0,0,0,40,80,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT小鬼群
0,640,##,ldsiznnfxhsi,1,##,2,0,0,0,0,0,0,0,0,40,80,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT小鬼群
0,641,##,ovecdselmpus,1,##,3,0,0,0,0,0,0,0,0,80,96,80,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽巡棲姫
0,642,##,disbkhsrvdyz,1,##,3,0,0,0,0,0,0,0,0,80,96,80,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽巡棲姫
0,643,##,zpgkgrqnfbgw,1,##,3,0,0,0,0,0,0,0,0,80,96,80,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,軽巡棲姫
0,644,##,xqhnwnncqfsb,1,##,13,0,0,0,0,0,0,0,0,-40,120,-40,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,潜水棲姫
0,645,##,iunhutnvrvpw,1,##,13,0,0,0,0,0,0,0,0,-40,120,-40,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,潜水棲姫
0,646,##,ydnymnspgijb,1,##,13,0,0,0,0,0,0,0,0,-40,120,-40,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,潜水棲姫
0,647,##,ebsfauvzpldv,1,##,2,0,0,0,0,0,0,0,0,64,112,64,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐水鬼
0,648,##,fhpklciryypc,1,##,2,0,0,0,0,0,0,0,0,64,112,64,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐水鬼
0,649,##,vbihybmotyce,1,##,2,0,0,0,0,0,0,0,0,64,112,64,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,駆逐水鬼
